event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_10,10,1850048,589,604,00:50.9,00:52.4,0,50,1.5,1,2,right_to_left,8,player_possession,815174,M. Morris,16,LW,2333,Washington,14.06,28.77,1,wide_left,2,middle_third,False,15.62,34.1,1,wide_left,2,middle_third,False,3,drawing,0,0,2,1,False,False,True,True,1,False,1,create,9,medium_block,2,finish,8,low_block,6,direct,15,defending_direct,,,,,False,False,5.48,73.69,3,sideway_left,False,False,13.42,1,jogging,4.84,2.54,-2.3,23.33,26.57,9.27,10.95,1.68,29.17,25.93,-3.24,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,14.85,1,forward,39.11,3,long,1,successful,7_25,False,22730,G. Carle,2.0,LB,15.43,29.39,1,wide_left,2,middle_third,False,23.76,30.8,1,wide_left,3,attacking_third,False,0.6093,True,0.0071,False,3,2,0,0,0,0,1,0,0,1,2,2,3,1,1,1,1,False,,,,,,,,,,4.71,1,short,-92.31,4,sideway_right,4.3,1,short,-131.14,4,sideway_right,False,5,4,1,5,3,-2,True,True,False,True,False
8_11,11,1850048,618,646,00:53.8,00:56.6,0,53,2.8,1,2,right_to_left,8,player_possession,22730,G. Carle,2,LB,2333,Washington,23.76,30.8,1,wide_left,3,attacking_third,False,41.75,30.04,1,wide_left,3,attacking_third,False,3,drawing,0,0,3,1,False,True,True,True,1,True,2,finish,8,low_block,10,high_block,0,build_up,1,create,9,medium_block,,,,,False,False,18.06,-2.42,1,forward,False,False,23.19,3,hsr,2.3,1.32,-0.98,30.17,43.87,6.41,2.12,-4.29,22.33,8.63,-13.7,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-131.14,4,sideway_right,4.3,1,short,2,unsuccessful,7_28,,62527,A. Hatch,19.0,CF,43.68,19.79,2,half_space_left,3,attacking_third,True,,,,,,,,0.3741,True,0.0306,True,3,3,0,0,0,0,1,2,0,0,1,1,3,1,1,1,1,False,,,,,,,,,,10.43,1,short,-79.34,4,sideway_right,,,,,,,False,1,1,0,1,4,3,True,True,True,True,False
8_12,12,1850048,668,778,00:58.8,01:09.8,0,58,11.0,1,1,left_to_right,8,player_possession,57139,K. Rowland,1,GK,3485,Bay,-51.92,-8.4,3,center,1,defensive_third,False,-42.59,2.6,3,center,1,defensive_third,False,3,drawing,0,0,4,1,True,False,False,True,2,False,0,build_up,10,high_block,1,create,9,medium_block,8,low_block,2,finish,,,,,False,False,22.43,49.7,3,sideway_left,False,False,8.72,1,jogging,5.7,9.92,4.22,-0.95,3.23,50.97,45.82,-5.15,53.45,49.27,-4.18,False,False,2,pass_interception,1,pass,False,False,True,False,False,True,False,,,,,,,1,successful,,,57105,E. Menges,4.0,LCB,-40.77,17.73,2,half_space_left,1,defensive_third,False,-38.63,20.88,1,wide_left,1,defensive_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,14.84,1,short,77.98,3,sideway_left,,,,,10,10,0,True,False,True,True,False
8_13,13,1850048,792,806,01:11.2,01:12.6,1,11,1.4,1,1,left_to_right,8,player_possession,57105,E. Menges,4,LCB,3485,Bay,-38.63,20.88,1,wide_left,1,defensive_third,False,-32.66,23.74,1,wide_left,1,defensive_third,False,3,drawing,0,0,4,2,False,False,False,False,2,False,0,build_up,10,high_block,1,create,9,medium_block,8,low_block,2,finish,,,,,False,False,6.65,25.6,1,forward,False,False,17.02,2,running,10.18,3.79,-6.39,3.18,3.17,41.81,35.83,-5.98,49.32,49.33,0.01,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,77.98,3,sideway_left,14.84,1,short,1,successful,7_32,False,151607,A. Malonson,2.0,LB,-18.49,34.48,1,wide_left,1,defensive_third,False,-17.22,34.1,1,wide_left,2,middle_third,False,0.8895,False,0.0007,False,3,0,3,1,2,0,3,0,0,3,0,2,3,2,3,8,8,True,442.0,3,True,True,False,2,second_last,2,around,17.78,2,medium,37.16,1,forward,12.65,1,short,42.53,1,forward,True,10,6,4,10,10,0,True,True,False,True,False
8_14,14,1850048,819,854,01:13.9,01:17.4,1,13,3.5,1,1,left_to_right,8,player_possession,151607,A. Malonson,2,LB,3485,Bay,-17.22,34.1,1,wide_left,2,middle_third,False,-27.04,27.44,1,wide_left,1,defensive_third,False,3,drawing,0,0,6,3,False,False,False,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,11.89,-145.85,2,backward,False,False,12.5,1,jogging,3.66,0.74,-2.92,4.4,3.97,21.62,31.01,9.39,48.1,48.53,0.43,False,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,42.53,1,forward,12.65,1,short,1,successful,7_38,False,57139,K. Rowland,1.0,GK,-46.98,7.27,3,center,1,defensive_third,False,-46.93,6.37,3,center,1,defensive_third,False,0.9948,False,0.0,False,6,1,0,0,0,0,3,0,0,4,2,3,3,2,3,7,5,True,442.0,3,False,False,False,,,,,28.36,2,medium,-134.67,4,sideway_right,26.19,2,medium,-144.92,2,backward,False,9,10,-1,9,6,-3,True,True,True,True,False
8_15,15,1850048,876,893,01:19.6,01:21.3,1,19,1.7,1,1,left_to_right,8,player_possession,57139,K. Rowland,1,GK,3485,Bay,-46.93,6.37,3,center,1,defensive_third,False,-45.04,2.56,3,center,1,defensive_third,False,3,drawing,0,0,6,4,False,False,False,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,4.01,-63.62,4,sideway_right,False,False,8.9,1,jogging,16.22,10.9,-5.31,1.75,1.67,48.68,46.71,-1.97,50.75,50.83,0.08,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-144.92,2,backward,26.19,2,medium,1,successful,7_41,True,151104,C. Dydasco,8.0,RB,-22.0,-24.79,5,wide_right,1,defensive_third,False,-21.99,-29.72,5,wide_right,1,defensive_third,False,0.9247,False,0.0001,False,3,1,1,0,1,0,3,0,0,3,0,2,3,2,3,10,10,True,424.0,3,False,False,False,,,,,35.76,3,long,-49.89,4,sideway_right,34.08,3,long,-44.18,1,forward,True,10,8,2,10,10,0,True,True,True,True,False
8_16,16,1850048,919,919,01:23.9,01:23.9,1,23,0.0,1,1,left_to_right,8,player_possession,151104,C. Dydasco,8,RB,3485,Bay,-21.99,-29.72,5,wide_right,1,defensive_third,False,-21.99,-29.72,5,wide_right,1,defensive_third,False,3,drawing,0,0,6,5,False,True,True,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,0.0,-60.55,4,sideway_right,,,5.05,1,jogging,4.3,4.3,0.0,4.44,4.44,26.43,26.43,0.0,48.06,48.06,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,-44.18,1,forward,34.08,3,long,2,unsuccessful,7_43,,149952,T. Boade,15.0,AM,-6.32,-12.89,4,half_space_right,2,middle_third,False,,,,,,,,0.7321,False,0.0011,False,2,1,2,0,2,0,2,0,0,2,0,,,,,6,6,True,442.0,3,False,True,False,2,second_last,2,around,23.0,2,medium,47.04,3,sideway_left,,,,,,,True,8,4,4,8,8,0,True,True,True,True,False
8_17,17,1850048,937,937,01:25.7,01:25.7,1,25,0.0,1,2,right_to_left,8,player_possession,815172,H. Stainbrook,12,LM,2333,Washington,10.75,21.16,1,wide_left,2,middle_third,False,10.75,21.16,1,wide_left,2,middle_third,False,3,drawing,0,0,8,1,True,True,True,True,1,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,9,medium_block,1,create,,,,,False,False,0.0,57.16,3,sideway_left,,,16.12,2,running,1.37,1.37,0.0,30.12,30.12,19.37,19.37,0.0,22.38,22.38,0.0,True,True,2,pass_interception,1,pass,True,False,False,False,False,False,False,,,,,,,2,unsuccessful,,,815174,M. Morris,16.0,LW,16.76,29.37,1,wide_left,2,middle_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,True,True,True,True,False
8_18,18,1850048,971,976,01:29.1,01:29.6,1,29,0.5,1,1,left_to_right,8,player_possession,156498,R. Hill,17,RW,3485,Bay,-9.85,-32.93,5,wide_right,2,middle_third,False,-10.09,-33.47,5,wide_right,2,middle_third,False,3,drawing,0,0,9,2,True,False,False,True,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,,,,,False,False,0.5,-113.96,4,sideway_right,,,4.28,1,jogging,1.85,0.39,-1.46,6.99,7.05,16.84,17.14,0.3,45.51,45.45,-0.06,True,False,4,recovery,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_47,False,151104,C. Dydasco,8.0,RB,-14.01,-32.51,5,wide_right,2,middle_third,False,-13.47,-33.15,5,wide_right,2,middle_third,False,0.8144,False,0.0002,False,3,0,0,0,0,0,1,0,0,2,1,,,,,3,2,False,,,,,,,,,,4.04,1,short,166.24,2,backward,3.33,1,short,156.28,2,backward,False,6,7,-1,6,6,0,True,True,,True,False
8_19,19,1850048,987,987,01:30.7,01:30.7,1,30,0.0,1,1,left_to_right,8,player_possession,151104,C. Dydasco,8,RB,3485,Bay,-13.38,-33.19,5,wide_right,2,middle_third,False,-13.38,-33.19,5,wide_right,2,middle_third,False,3,drawing,0,0,9,3,False,True,True,False,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,,,,,False,False,0.0,-27.47,1,forward,,,3.86,1,jogging,2.12,2.12,0.0,7.06,7.06,20.44,20.44,0.0,45.44,45.44,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,156.28,2,backward,3.33,1,short,1,successful,7_48,False,22402,A. Oshoala,19.0,CF,3.13,-23.06,5,wide_right,2,middle_third,False,1.12,-23.17,5,wide_right,2,middle_third,False,0.6088,True,0.0015,False,3,0,0,0,0,0,2,0,0,0,3,,,,,5,5,False,,,,,,,,,,19.37,2,medium,31.53,1,forward,19.38,2,medium,30.44,1,forward,True,7,3,4,7,7,0,True,True,True,True,False
